POLYGON ((-179.9999 -89.9999,-179.9999 -0.0,0 0,-0.0 -89.9999,-179.9999 -89.9999))
POLYGON ((11.953118359374997 44.99995,11.953118359374997 45.351512109375001,12.656242968749998 45.351512109375001,12.656242968749998 44.99995,11.953118359374997 44.99995))
POLYGON ((11.24999375 45.351512109375001,11.24999375 45.439402636718746,11.42577490234375 45.439402636718746,11.42577490234375 45.351512109375001,11.24999375 45.351512109375001))
POLYGON ((11.42577490234375 45.351512109375001,11.42577490234375 45.439402636718746,11.601556054687499 45.439402636718746,11.601556054687499 45.351512109375001,11.42577490234375 45.351512109375001))
POLYGON ((11.24999375 45.439402636718746,11.24999375 45.527293164062499,11.42577490234375 45.527293164062499,11.42577490234375 45.439402636718746,11.24999375 45.439402636718746))
POLYGON ((11.42577490234375 45.439402636718746,11.42577490234375 45.527293164062499,11.601556054687499 45.527293164062499,11.601556054687499 45.439402636718746,11.42577490234375 45.439402636718746))
POLYGON ((11.601556054687499 45.351512109375001,11.601556054687499 45.439402636718754,11.777337207031248 45.439402636718754,11.777337207031248 45.351512109375001,11.601556054687499 45.351512109375001))
POLYGON ((11.777337207031248 45.351512109375001,11.777337207031248 45.395457373046881,11.865227783203123 45.395457373046881,11.865227783203123 45.351512109375001,11.777337207031248 45.351512109375001))
POLYGON ((11.865227783203123 45.351512109375001,11.865227783203123 45.395457373046881,11.953118359374997 45.395457373046881,11.953118359374997 45.351512109375001,11.865227783203123 45.351512109375001))
POLYGON ((11.777337207031248 45.395457373046881,11.777337207031248 45.439402636718754,11.865227783203123 45.439402636718754,11.865227783203123 45.395457373046881,11.777337207031248 45.395457373046881))
POLYGON ((11.865227783203123 45.395457373046881,11.865227783203123 45.417430004882817,11.909173071289059 45.417430004882817,11.909173071289059 45.395457373046881,11.865227783203123 45.395457373046881))
POLYGON ((11.909173071289059 45.395457373046881,11.909173071289059 45.417430004882817,11.953118359374997 45.417430004882817,11.953118359374997 45.395457373046881,11.909173071289059 45.395457373046881))
POLYGON ((11.865227783203123 45.417430004882817,11.865227783203123 45.439402636718754,11.909173071289059 45.439402636718754,11.909173071289059 45.417430004882817,11.865227783203123 45.417430004882817))
POLYGON ((11.909173071289059 45.417430004882817,11.909173071289059 45.439402636718754,11.953118359374997 45.439402636718754,11.953118359374997 45.417430004882817,11.909173071289059 45.417430004882817))
POLYGON ((11.601556054687499 45.439402636718754,11.601556054687499 45.527293164062499,11.777337207031248 45.527293164062499,11.777337207031248 45.439402636718754,11.601556054687499 45.439402636718754))
POLYGON ((11.777337207031248 45.439402636718754,11.777337207031248 45.527293164062499,11.953118359374997 45.527293164062499,11.953118359374997 45.439402636718754,11.777337207031248 45.439402636718754))
POLYGON ((11.24999375 45.527293164062499,11.24999375 45.615183691406251,11.42577490234375 45.615183691406251,11.42577490234375 45.527293164062499,11.24999375 45.527293164062499))
POLYGON ((11.42577490234375 45.527293164062499,11.42577490234375 45.615183691406251,11.601556054687499 45.615183691406251,11.601556054687499 45.527293164062499,11.42577490234375 45.527293164062499))
POLYGON ((11.24999375 45.615183691406251,11.24999375 45.703074218750004,11.42577490234375 45.703074218750004,11.42577490234375 45.615183691406251,11.24999375 45.615183691406251))
POLYGON ((11.42577490234375 45.615183691406251,11.42577490234375 45.703074218750004,11.601556054687499 45.703074218750004,11.601556054687499 45.615183691406251,11.42577490234375 45.615183691406251))
POLYGON ((11.601556054687499 45.527293164062499,11.601556054687499 45.703074218750004,11.953118359374997 45.703074218750004,11.953118359374997 45.527293164062499,11.601556054687499 45.527293164062499))
POLYGON ((11.953118359374997 45.351512109375001,11.953118359374997 45.527293164062506,12.304680664062499 45.527293164062506,12.304680664062499 45.351512109375001,11.953118359374997 45.351512109375001))
POLYGON ((12.304680664062499 45.351512109375001,12.304680664062499 45.527293164062506,12.656242968749998 45.527293164062506,12.656242968749998 45.351512109375001,12.304680664062499 45.351512109375001))
POLYGON ((11.953118359374997 45.527293164062506,11.953118359374997 45.615183691406259,12.128899511718748 45.615183691406259,12.128899511718748 45.527293164062506,11.953118359374997 45.527293164062506))
POLYGON ((12.128899511718748 45.527293164062506,12.128899511718748 45.615183691406259,12.304680664062499 45.615183691406259,12.304680664062499 45.527293164062506,12.128899511718748 45.527293164062506))
POLYGON ((11.953118359374997 45.615183691406259,11.953118359374997 45.703074218750004,12.128899511718748 45.703074218750004,12.128899511718748 45.615183691406259,11.953118359374997 45.615183691406259))
POLYGON ((12.128899511718748 45.615183691406259,12.128899511718748 45.703074218750004,12.304680664062499 45.703074218750004,12.304680664062499 45.615183691406259,12.128899511718748 45.615183691406259))
POLYGON ((12.304680664062499 45.527293164062506,12.304680664062499 45.703074218750004,12.656242968749998 45.703074218750004,12.656242968749998 45.527293164062506,12.304680664062499 45.527293164062506))
POLYGON ((12.656242968749998 44.99995,12.656242968749998 45.351512109375001,13.359367578124997 45.351512109375001,13.359367578124997 44.99995,12.656242968749998 44.99995))
POLYGON ((13.359367578124997 44.99995,13.359367578124997 45.175731054687496,13.710929882812495 45.175731054687496,13.710929882812495 44.99995,13.359367578124997 44.99995))
POLYGON ((13.710929882812495 44.99995,13.710929882812495 45.175731054687496,14.062492187499997 45.175731054687496,14.062492187499997 44.99995,13.710929882812495 44.99995))
POLYGON ((13.359367578124997 45.175731054687496,13.359367578124997 45.351512109375001,13.710929882812495 45.351512109375001,13.710929882812495 45.175731054687496,13.359367578124997 45.175731054687496))
POLYGON ((13.710929882812495 45.175731054687496,13.710929882812495 45.351512109375001,14.062492187499997 45.351512109375001,14.062492187499997 45.175731054687496,13.710929882812495 45.175731054687496))
POLYGON ((12.656242968749998 45.351512109375001,12.656242968749998 45.703074218750004,13.359367578124997 45.703074218750004,13.359367578124997 45.351512109375001,12.656242968749998 45.351512109375001))
POLYGON ((13.359367578124997 45.351512109375001,13.359367578124997 45.527293164062499,13.710929882812495 45.527293164062499,13.710929882812495 45.351512109375001,13.359367578124997 45.351512109375001))
POLYGON ((13.710929882812495 45.351512109375001,13.710929882812495 45.527293164062499,14.062492187499997 45.527293164062499,14.062492187499997 45.351512109375001,13.710929882812495 45.351512109375001))
POLYGON ((13.359367578124997 45.527293164062499,13.359367578124997 45.703074218750004,13.710929882812495 45.703074218750004,13.710929882812495 45.527293164062499,13.359367578124997 45.527293164062499))
POLYGON ((13.710929882812495 45.527293164062499,13.710929882812495 45.615183691406251,13.886711035156244 45.615183691406251,13.886711035156244 45.527293164062499,13.710929882812495 45.527293164062499))
POLYGON ((13.886711035156244 45.527293164062499,13.886711035156244 45.615183691406251,14.062492187499997 45.615183691406251,14.062492187499997 45.527293164062499,13.886711035156244 45.527293164062499))
POLYGON ((13.710929882812495 45.615183691406251,13.710929882812495 45.659128955078131,13.79882045898437 45.659128955078131,13.79882045898437 45.615183691406251,13.710929882812495 45.615183691406251))
POLYGON ((13.79882045898437 45.615183691406251,13.79882045898437 45.659128955078131,13.886711035156244 45.659128955078131,13.886711035156244 45.615183691406251,13.79882045898437 45.615183691406251))
POLYGON ((13.710929882812495 45.659128955078131,13.710929882812495 45.703074218750004,13.79882045898437 45.703074218750004,13.79882045898437 45.659128955078131,13.710929882812495 45.659128955078131))
POLYGON ((13.79882045898437 45.659128955078131,13.79882045898437 45.703074218750004,13.886711035156244 45.703074218750004,13.886711035156244 45.659128955078131,13.79882045898437 45.659128955078131))
POLYGON ((13.886711035156244 45.615183691406251,13.886711035156244 45.703074218750004,14.062492187499997 45.703074218750004,14.062492187499997 45.615183691406251,13.886711035156244 45.615183691406251))
POLYGON ((11.24999375 45.703074218750004,11.24999375 45.878855273437509,11.601556054687498 45.878855273437509,11.601556054687498 45.703074218750004,11.24999375 45.703074218750004))
POLYGON ((11.601556054687498 45.703074218750004,11.601556054687498 45.790964746093763,11.777337207031248 45.790964746093763,11.777337207031248 45.703074218750004,11.601556054687498 45.703074218750004))
POLYGON ((11.777337207031248 45.703074218750004,11.777337207031248 45.790964746093763,11.953118359374997 45.790964746093763,11.953118359374997 45.703074218750004,11.777337207031248 45.703074218750004))
POLYGON ((11.601556054687498 45.790964746093763,11.601556054687498 45.878855273437509,11.777337207031248 45.878855273437509,11.777337207031248 45.790964746093763,11.601556054687498 45.790964746093763))
